,sno,new_tweet_text,old_tweet_text,new_label,old_label,updated,
1905,1911,"Watch @nbc ""Hurricane Sandy: Coming Together"" benefit for #Sandy victims and Tweet @RedCross for storm relief efforts. http://t.co/ZdYo38wD","Watch @nbc ""Hurricane Sandy: Coming Together"" benefit for #Sandy victims and Tweet @RedCross for storm relief efforts. http://t.co/ZdYo38wD",not_request,request,1,1
1906,1912,#SandyHelp watching the Hurricane Sandy Benefit Concert please help and donate to help those affected by  Hurricane Sandy,#SandyHelp watching the Hurricane Sandy Benefit Concert please help and donate to help those affected by  Hurricane Sandy,request,request,1,0
1907,1913,RT @TeamRubicon: Excellent profile on former Sergeant Marvin Avilez - A veteran jumps in to help Hurricane Sandy victims: http://t.co/3I ...,RT @TeamRubicon: Excellent profile on former Sergeant Marvin Avilez - A veteran jumps in to help Hurricane Sandy victims: http://t.co/3I ...,not_request,not_request,1,0
1908,1914,"Pensacola, here's how we can help #Hurricane #Sandy survivors http://t.co/R7fHcQFm","Victoria, here's how we can help #Hurricane #Sandy survivors http://t.co/dEieyJGQ",not_request,request,1,1
1909,1915,RT @ulacafe: Today we're donating a portion of our sales to the @redcross for Hurricane #Sandy relief aid. Pastries for the people!,RT @ulacafe: Today we're donating a portion of our sales to the @redcross for Hurricane #Sandy relief aid. Pastries for the people!,not_request,not_request,1,0
1910,1916,RT @Malibu_Country: Weâre joining the efforts to help the victims of Hurricane Sandy in ABCâs #DayofGiving today. See how you can help t ...,RT @Malibu_Country: We’re joining the efforts to help the victims of Hurricane Sandy in ABC’s #DayofGiving today. See how you can help t ...,not_request,request,1,1
1911,1917,RT @DeliciousKarma: Help Delicious Karma Support Relief Efforts for Hurricane Sandy  http://t.co/YqiSU8wJ,RT @DeliciousKarma: Help Delicious Karma Support Relief Efforts for Hurricane Sandy  http://t.co/YqiSU8wJ,not_request,request,1,1
1912,1918,RT @Z100NewYork: Thanks #MotherMonster! @ladygaga gives $1 million to Red Cross for Hurricane #Sandy relief http://t.co/k2DIYm1S,RT @Z100NewYork: Thanks #MotherMonster! @ladygaga gives $1 million to Red Cross for Hurricane #Sandy relief http://t.co/k2DIYm1S,not_request,not_request,1,0
1913,1919,"RT @JustSimonCowell: Simon Cowell donates $25,000 to Hurricane Sandy campaign. ""I'm proud to give my support to the Daily News Sandy app ...","RT @JustSimonCowell: Simon Cowell donates $25,000 to Hurricane Sandy campaign. ""I'm proud to give my support to the Daily News Sandy app ...",not_request,not_request,1,0
1914,1920,"RT @JustyD_BBP: Dwayne Wade is donating his check from tonight's game in New York to help the victims of hurricane Sandy. He makes $156, ...","RT @JustyD_BBP: Dwayne Wade is donating his check from tonight's game in New York to help the victims of hurricane Sandy. He makes $156, ...",not_request,not_request,1,0
1915,1921,RT @huffpostimpact: How you can help Hurricane Sandy victims  http://t.co/826Li94Y,RT @huffpostimpact: How you can help Hurricane Sandy victims  http://t.co/826Li94Y,not_request,request,1,1
1916,1922,"Support Hurricane Sandy Relief - the American Red Cross, AmeriCares and the Salvation Army.... http://t.co/3bX9A80c","Support Hurricane Sandy Relief - the American Red Cross, AmeriCares and the Salvation Army.... http://t.co/3bX9A80c",request,request,1,0
1917,1923,I'm doing a virtual Half-Marathon to help those affected by Hurricane Sandy! http://t.co/bYy7XQWS #run4nyc #sandy #nycm,I'm doing a virtual Half-Marathon to help those affected by Hurricane Sandy! http://t.co/bYy7XQWS #run4nyc #sandy #nycm,not_request,not_request,1,0
1918,1924,"RT @cleolinda RT @GalleyCat: From blood donation to volunteer opportunities, how you can help Hurricane Sandy victims: http://t.co/NtKsJUiY","RT @GalleyCat: From blood donation to volunteer opportunities, how you can help Hurricane Sandy victims: http://t.co/4fBtrAuG",not_request,request,1,1
1919,1925,Hurricane Sandy relief courtesy of the TRY Program https://t.co/qY9sZX3L Recycle your #rugby jerseys etc for those who lost everything!,Hurricane Sandy relief courtesy of the TRY Program https://t.co/qY9sZX3L Recycle your #rugby jerseys etc for those who lost everything!,not_request,request,1,1
1920,1926,"RT @MollyQerim: The Red Cross is providing lifesaving services, meals &amp; shelter to Hurricane Sandy victims. Text REDCROSS to 90999 t ...","RT @richeisen: The Red Cross is providing lifesaving services, meals &amp; shelter to Hurricane Sandy victims. Text REDCROSS to 90999 to ...",not_request,request,1,1
1921,1927,Good afternoon! We would like to send our thoughts and well wishes to those of you affected by hurricane Sandy!... http://t.co/MUgpvsDO,Good afternoon! We would like to send our thoughts and well wishes to those of you affected by hurricane Sandy!... http://t.co/MUgpvsDO,not_request,not_request,1,0
1922,1928,Please text KIDS to 80888 + donate $10 to help @CovenantHouse feed and shelter kids hurt by #Sandy in the hurricane region.,Please text KIDS to 80888 + donate $10 to help @CovenantHouse feed and shelter kids hurt by #Sandy in the hurricane region.,request,request,1,0
1923,1929,Are you looking for a way to help Hurricane Sandy relief? Check out Network for Good's page: http://t.co/HuIqxtaU http://t.co/TqGWT7Wz,Are you looking for a way to help Hurricane Sandy relief? Check out Network for Good's page: http://t.co/HuIqxtaU http://t.co/TqGWT7Wz,not_request,request,1,1
1924,1930,"Give it to Red Cross and stop being a jerk. â@realDonaldTrump: Because of the hurricane, I am extending my 5 million dollar offer...""","Give it to Red Cross and stop being a jerk. “@realDonaldTrump: Because of the hurricane, I am extending my 5 million dollar offer...""",not_request,not_request,1,0
1925,1931,RT @RockandRescueLA Tell that blowhard Donald Trump to donate his $5 million to Red Cross hurricane relief efforts! AMEN!,RT @RockandRescueLA Tell that blowhard Donald Trump to donate his $5 million to Red Cross hurricane relief efforts! AMEN!,not_request,not_request,1,0
1926,1932,"EAST COAST STAY SAFE. IF YOU WOULD LIKE TO DONATE TO THE VICTIMS OF HURRICANE SANDY, HERE'S A WAY http://t.co/7bEO2btv","EAST COAST STAY SAFE. IF YOU WOULD LIKE TO DONATE TO THE VICTIMS OF HURRICANE SANDY, HERE'S A WAY http://t.co/7bEO2btv",not_request,request,1,1
1927,1933,iTunes Accepts Red Cross Donations for Hurricane Sandy Victims http://t.co/Zp7UYX3E via @mashable #sandy #donation,iTunes Accepts Red Cross Donations for Hurricane Sandy Victims http://t.co/Zp7UYX3E via @mashable #sandy #donation,not_request,request,1,1
1928,1934,@Feis411: RT @CoyleSchool: We will be collecting donations for Hurricane Sandy Relief as there have been many... http://t.co/MVsLMVbi,@Feis411: RT @CoyleSchool: We will be collecting donations for Hurricane Sandy Relief as there have been many... http://t.co/MVsLMVbi,not_request,request,1,1
1929,1935,Watching Hurricane Sandy Relief Concert on TV @SandyHelp,Watching Hurricane Sandy Relief Concert on TV @SandyHelp,not_request,not_request,1,0
1930,1936,Check out the Hurricane App by the American Red Cross! http://t.co/5LWoI0qn please use to help with #HurricaneSandy,Check out the Hurricane App by the American Red Cross! http://t.co/5LWoI0qn please use to help with #HurricaneSandy,not_request,not_request,1,0
1931,1937,@JoshMalina Please ask your followers to text REDCROSS to 90999 to make a $10 donation to the @Redcross to help with hurricane relief Thanks,@JoshMalina Please ask your followers to text REDCROSS to 90999 to make a $10 donation to the @Redcross to help with hurricane relief Thanks,request,request,1,0
1932,1938,RT @TechCrunch: Airbnb Partners With http://t.co/qVbA6zuc To Provide Free Housing For Hurricane Sandy Victims http://t.co/wvYN6JKb by @r ...,RT @TechCrunch: Airbnb Partners With http://t.co/qVbA6zuc To Provide Free Housing For Hurricane Sandy Victims http://t.co/wvYN6JKb by @r ...,not_request,not_request,1,0
1933,1939,"At this time, one needs to be over 18 to help with the Hurricane Sandy clean up.  Are you interested?  Let me know.","At this time, one needs to be over 18 to help with the Hurricane Sandy clean up.  Are you interested?  Let me know.",not_request,request,1,1
1934,1940,Please help out if you can- I donated to @HumaneSociety to help animals affected by Hurricane #Sandy: http://t.co/dWBaTNYz #sandypets,Please help out if you can- I donated to @HumaneSociety to help animals affected by Hurricane #Sandy: http://t.co/dWBaTNYz #sandypets,request,not_request,1,1
1935,1941,Run for Victims of Hurricane Sandy | Brittney Kleinfelter's Fundraiser on CrowdRise http://t.co/wH4MNHT7,Run for Victims of Hurricane Sandy | Brittney Kleinfelter's Fundraiser on CrowdRise http://t.co/wH4MNHT7,not_request,request,1,1
1936,1942,"When Hurricane Sandy hit, who went to Florida to keep campaigning, and who stopped campaigning to help the victims? #forward #obama2012","When Hurricane Sandy hit, who went to Florida to keep campaigning, and who stopped campaigning to help the victims? #forward #obama2012",not_request,not_request,1,0
1937,1943,RT @ROSHON: Please donate to the American Red Cross to help raise funds for our fellow Americans who have been devastated by Hurricane S ...,RT @ROSHON: Please donate to the American Red Cross to help raise funds for our fellow Americans who have been devastated by Hurricane S ...,request,request,1,0
1938,1944,We love Pura Vida Bracelets - and we're psyched they've come together to make a Hurricane Sandy Relief... http://t.co/oxWAU0P5,We love Pura Vida Bracelets - and we're psyched they've come together to make a Hurricane Sandy Relief... http://t.co/oxWAU0P5,not_request,not_request,1,0
1939,1945,PLEASE Text REDCROSS to 90999 to help those affected by Hurricane Sandy.  #SandyHelp,Not Found,request,Not Found,0,1
1940,1946,"heard my cousin got redeployed with his platoon to help the victims of hurricane sandy, so proud of him. #nationalguard #hurricanesandy","heard my cousin got redeployed with his platoon to help the victims of hurricane sandy, so proud of him. #nationalguard #hurricanesandy",not_request,not_request,1,0
1941,1947,Hurricane Sandy Relief Effort http://t.co/ycp8TQPO,Hurricane Sandy Relief Efforts http://t.co/dlzjWs0c,not_request,not_request,1,0
1942,1948,Donate to Salvation Army or Red Cross to help victims of hurricane Sandy,Donate to Salvation Army or Red Cross to help victims of hurricane Sandy,request,request,1,0
1943,1949,"Thornton, here's how we can help #Hurricane #Sandy survivors http://t.co/8R5WkMI4","Victoria, here's how we can help #Hurricane #Sandy survivors http://t.co/dEieyJGQ",not_request,request,1,1
1944,1950,"#sandy http://t.co/rzqjVbCI If you wish to donate to the Red Cross for Hurricane Sandy relief, Amazon will take ur donation safe &amp; secure.","#sandy http://t.co/rzqjVbCI If you wish to donate to the Red Cross for Hurricane Sandy relief, Amazon will take ur donation safe &amp; secure.",not_request,request,1,1
1945,1951,I donated $10 to the hurricane Sandy relief fund by texting REDCROSS to 90999. I urge all of you to do the same. #hurricanesandy #Help,I donated $10 to the hurricane Sandy relief fund by texting REDCROSS to 90999. I urge all of you to do the same. #hurricanesandy #Help,not_request,not_request,1,0
1946,1952,"â@danzukowski: Toyota donates $1 million to Hurricane Sandy relief efforts http://t.co/TXxlvPHKâ Wow, that's great!","“@danzukowski: Toyota donates $1 million to Hurricane Sandy relief efforts http://t.co/TXxlvPHK” Wow, that's great!",not_request,not_request,1,0
1947,1953,"I would like to dedicate my 2,001st tweet to hurricane sandy ð for canceling school. #thankyousandy that was much needed","I would like to dedicate my 2,001st tweet to hurricane sandy 👌 for canceling school. #thankyousandy that was much needed",not_request,not_request,1,0
1948,1954,"New PHT -  Blues, Preds alumni to play charity game for Hurricane Sandy relief http://t.co/fVSNbjXP","New PHT -  Blues, Preds alumni to play charity game for Hurricane Sandy relief http://t.co/fVSNbjXP",not_request,not_request,1,0
1949,1955,"Yankees to donate $500,000 to Hurricane Sandy relief efforts: By Andy McCullough/The Star-Ledger The Star-Ledger... http://t.co/ERspvw2C","Yankees to donate $500,000 to Hurricane Sandy relief efforts: By Andy McCullough/The Star-Ledger The Star-Ledger... http://t.co/ERspvw2C",not_request,not_request,1,0
1950,1956,@JordanShifman Help Hurricane Sandy relief efforts by buying a screensaver:  http://t.co/ka0pNFT5,@JordanShifman Help Hurricane Sandy relief efforts by buying a screensaver:  http://t.co/ka0pNFT5,not_request,request,1,1
1951,1957,RT @JoshuaCooper: #preds prospect Anthony Bitetto is trying to help raise money for Island Park N.Y. hurricane victims. Link here http:/ ...,RT @JoshuaCooper: #preds prospect Anthony Bitetto is trying to help raise money for Island Park N.Y. hurricane victims. Link here http:/ ...,not_request,request,1,1
1952,1958,"Bethenny Frankel Donates $50K To Hurricane Sandy Relief! What An Angel!!: And no, we... http://t.co/viSS7UKn #BethennyFrankel #MamaNature","Bethenny Frankel Donates $50K To Hurricane Sandy Relief! What An Angel!!: And no, we... http://t.co/viSS7UKn #BethennyFrankel #MamaNature",not_request,not_request,1,0
1953,1959,@Bethenny :) Big Hearted Bethenny Frankel Donates $50k To Help Hurricane Sandy Victims | Radar Online http://t.co/kHuNFYaO via @sharethis,@Bethenny :) Big Hearted Bethenny Frankel Donates $50k To Help Hurricane Sandy Victims | Radar Online http://t.co/kHuNFYaO via @sharethis,not_request,not_request,1,0
1954,1960,"SHOUT OUT TO Kellogg's (The Kellogg Company) as they are donating $250,000 worth of food to help the hurricane... http://t.co/dsnGAJ1C",Not Found,not_request,Not Found,0,1
1955,1961,Just did my part and donated to Hurricane Sandy relief.  Go to http://t.co/zHPTO82O.  It's easy to do...#theyneedhelp,Just did my part and donated to Hurricane Sandy relief.  Go to http://t.co/zHPTO82O.  It's easy to do...#theyneedhelp,not_request,not_request,1,0
1956,1962,â@usweekly: NBC's Hurricane Sandy telethon raised $23 million for the Red Cross: http://t.co/Lk07F5Kmâ #Amazeballs!!!,“@usweekly: NBC's Hurricane Sandy telethon raised $23 million for the Red Cross: http://t.co/Lk07F5Km” #Amazeballs!!!,not_request,not_request,1,0
1957,1963,"Please pray and especially do whatever you can to help those affected by hurricane Sandy, especially the hardest... http://t.co/IjF4ryRh","Please pray and especially do whatever you can to help those affected by hurricane Sandy, especially the hardest... http://t.co/IjF4ryRh",request,request,1,0
1958,1964,Big Ups to DWade and Jason Kidd for donating money from tonight's Knicks-Heat game to help in Hurricane Sandy relief.#NBA #Sandy,Big Ups to DWade and Jason Kidd for donating money from tonight's Knicks-Heat game to help in Hurricane Sandy relief.#NBA #Sandy,not_request,not_request,1,0
1959,1965,"Ralphs/Food 4 Less Join Hurricane Sandy Relief Efforts: LOS ANGELES, Nov. 2, 2012 /PRNewswire/ -- Supermarket pa... http://t.co/OdqFEeuj",Not Found,not_request,Not Found,0,1
1960,1966,#GQSTYLE | Stuff We Like: Penfield's Hurricane Sandy Relief Support http://t.co/SjhVj8M8 | #FOLLOW &gt; @HCP520,#GQSTYLE | Stuff We Like: Penfield's Hurricane Sandy Relief Support http://t.co/SjhVj8M8 | #FOLLOW &gt; @HCP520,not_request,not_request,1,0
1961,1967,Text $10 to help Hurricane Relief directly to the Red Cross. http://t.co/06kWN3Gv,Text $10 to help Hurricane Relief directly to the Red Cross. http://t.co/06kWN3Gv,request,request,1,0
1962,1968,"http://t.co/dPuP2exN Thursday's News: The Latest Hurricane Sandy Cruise Updates; Plus, How to Help Victims of the Stor......","http://t.co/dPuP2exN Thursday's News: The Latest Hurricane Sandy Cruise Updates; Plus, How to Help Victims of the Stor......",not_request,not_request,1,0
1963,1969,RT @jeremypiven: On now @NBC Hurricane Sandy relief benefit concert. Great lineup you guys! Please do what you can... @RedCross #SandyHelp,RT @jeremypiven: On now @NBC Hurricane Sandy relief benefit concert. Great lineup you guys! Please do what you can... @RedCross #SandyHelp,request,not_request,1,1
1964,1970,Looking for ways to help those affected by Hurricane Sandy? Tips via http://t.co/TqO02K1Q. http://t.co/YROLH12V,Looking for ways to help those affected by Hurricane Sandy? Tips via http://t.co/TqO02K1Q. http://t.co/YROLH12V,not_request,request,1,1
1965,1971,RT @BASDSUPT: I need your help - at tomorrow's game we will be collecting donations for the Red Cross to take care of hurricane victims. ...,RT @BASDSUPT: I need your help - at tomorrow's game we will be collecting donations for the Red Cross to take care of hurricane victims. ...,request,request,1,0
1966,1972,"Visit http://t.co/jnliH2kH , call 1-800-RED-CROSS or text REDCROSS to 90999 to make a $10 donation Hurricane Sandy Relief Efforts @redcross","Visit http://t.co/jnliH2kH , call 1-800-RED-CROSS or text REDCROSS to 90999 to make a $10 donation Hurricane Sandy Relief Efforts @redcross",request,request,1,0
1967,1973,"Northland Agencies Help Victims of Hurricane Sandy: Duluth, MN (Northlandâs NewsCenter) --- Crews from numerous ... http://t.co/YLdBfSpS","Northland Agencies Help Victims of Hurricane Sandy: Duluth, MN (Northland’s NewsCenter) --- Crews from numerous ... http://t.co/YLdBfSpS",not_request,not_request,1,0
1968,1974,"Evergreen San Jose, here's how we can help #Hurricane #Sandy survivors http://t.co/UyZMEcqi","Evergreen San Jose, here's how we can help #Hurricane #Sandy survivors http://t.co/UyZMEcqi",not_request,not_request,1,0
1969,1975,@TheEllenShow RT for Hurricane Sandy Relief Efforts http://t.co/R9tnNizX,@TheEllenShow RT for Hurricane Sandy Relief Efforts http://t.co/R9tnNizX,not_request,not_request,1,0
1970,1976,RT @Sierra_Club: Please consider a donation to the @RedCross to help those affected by Hurricane Sandy. http://t.co/wYtkS8Rf,RT @Sierra_Club: Please consider a donation to the @RedCross to help those affected by Hurricane Sandy. http://t.co/wYtkS8Rf,request,request,1,0
1971,1977,HURRICANE FORCE WINDS EXTEND OUTWARD UP TO 100 MILES TROPICAL STORM FORCE WINDS EXTEND OUTWARD UP TO 450 MILES #sandy @BAM_Chase,"HURRICANE FORCE WINDS EXTEND
OUTWARD UP TO 100 MILES
TROPICAL STORM FORCE WINDS EXTEND OUTWARD UP TO 450 MILES
#sandy
@BAM_Chase",not_request,not_request,1,0
1972,1978,"RT @FujiBikes: Buy a Fuji Bike from now until 11/15, and we will donate $25 to Hurricane Sandy American Red Cross Relief Efforts... http ...","RT @FujiBikes: Buy a Fuji Bike from now until 11/15, and we will donate $25 to Hurricane Sandy American Red Cross Relief Efforts... http ...",not_request,request,1,1
1973,1979,"Sneaker Pimps Nike Hyperposite ""Statue of Liberty"" Hurricane Sandy Relief ... - http://t.co/u5iiwgTH (blog): http://t.co/LHLuJ6bG #nike","Sneaker Pimps Nike Hyperposite ""Statue of Liberty"" Hurricane Sandy Relief ... - http://t.co/u5iiwgTH (blog): http://t.co/LHLuJ6bG #nike",not_request,not_request,1,0
1974,1980,#skateboarding Terry Kennedy Payday Donated To Hurricane Sandy Relief http://t.co/jwHBwloc,#skateboarding Terry Kennedy Payday Donated To Hurricane Sandy Relief http://t.co/jwHBwloc,not_request,not_request,1,0
1975,1981,IvS has donated to the NBC's hurricane releaf. We challenge all Vietnam Vets to donate. We know what it is like to be left out in the cold,IvS has donated to the NBC's hurricane releaf. We challenge all Vietnam Vets to donate. We know what it is like to be left out in the cold,not_request,not_request,1,0
1976,1982,----&gt;....Hurricane Sandy Relief....-----&gt;PLEASE---&gt; Call 1-800-HELP-NOW or Text REDCROSS To 90999 THANK YOU!!!! &amp; GOD BLESS.................,----&gt;....Hurricane Sandy Relief....-----&gt;PLEASE---&gt; Call 1-800-HELP-NOW or Text REDCROSS To 90999 THANK YOU!!!! &amp; GOD BLESS.................,request,request,1,0
1977,1983,"In an effort to help those who have been effected by #Hurricane #Sandy, Life's Hunt is pledging to #donate a... http://t.co/vBfsBgLa","In an effort to help those who have been effected by #Hurricane #Sandy, Life's Hunt is pledging to #donate a... http://t.co/vBfsBgLa",not_request,request,1,1
1978,1984,Best of luck to our staff members traveling to New York today to help the @nypennleague teams affected by hurricane Sandy. #Sandy,Best of luck to our staff members traveling to New York today to help the @nypennleague teams affected by hurricane Sandy. #Sandy,not_request,not_request,1,0
1979,1985,Hey! Want to help out with Hurricane Sandy relief efforts? Join forces with WUOR as we assist those in need. http://t.co/aGlsx2mj,Hey! Want to help out with Hurricane Sandy relief efforts? Join forces with WUOR as we assist those in need. http://t.co/aGlsx2mj,not_request,request,1,1
1980,1986,"How to help following Hurricane Sandy?  Text ""REDCROSS"" to 90999 to Make a Donation","How to help following Hurricane Sandy?  Text ""REDCROSS"" to 90999 to
Make a Donation",not_request,request,1,1
1981,1987,"HURRICANE SANDY RED CROSS RELIEF. THRU NOV 10th, 20% all sales donated to Red Cross Hurricane Sandy Relief","HURRICANE SANDY RED CROSS RELIEF. THRU NOV 10th, 20% all sales donated to Red Cross Hurricane Sandy Relief",not_request,request,1,1
1982,1988,@PacebookRunClub @am588 @procompression - all proceeds go to Hurricane Sandy relief efforts.,@PacebookRunClub @am588 @procompression - all proceeds go to Hurricane Sandy relief efforts.,not_request,request,1,1
1983,1989,"MonaVie Donates 75,000 Nutritional Bars to Hurricane Sandy Victims http://t.co/HwVOrNkf","MonaVie Donates 75,000 Nutritional Bars to Hurricane Sandy Victims http://t.co/HwVOrNkf",not_request,not_request,1,0
1984,1990,Hurricane Sandy Relief Efforts - H.E.A.L.T.H for Youths'... - Eventbrite http://t.co/FgOwR7UF,Hurricane Sandy Relief Efforts - H.E.A.L.T.H for Youths'... - Eventbrite http://t.co/FgOwR7UF,not_request,request,1,1
1985,1991,RT @lr3031: Romney Campaign Bus Being Used For Hurricane Relief Efforts - Katie Pavlich http://t.co/HGGmbtoK @townhallcom #sgp #usa #tea ...,RT @lr3031: Romney Campaign Bus Being Used For Hurricane Relief Efforts - Katie Pavlich http://t.co/HGGmbtoK @townhallcom #sgp #usa #tea ...,not_request,not_request,1,0
1986,1992,Here are a few places that are accepting donations &amp; volunteers for Hurricane Sandy relief. http://t.co/kJqXyaXO RT @relevant,Here are a few places that are accepting donations &amp; volunteers for Hurricane Sandy relief. http://t.co/kJqXyaXO RT @relevant,not_request,request,1,1
1987,1993,At work. So sad how many people have  said NO to donating to The Red Cross Disaster Fund for Hurricane Sandy. Hope a tree falls on your car,"At work. So sad how many people have  said NO to donating to The Red Cross Disaster Fund for Hurricane Sandy.
Hope a tree falls on your car",not_request,not_request,1,0
1988,1994,RT @ESPNDallas: RT @espnmavsblog: #Mavs owner Mark Cuban pledges $1 million to Hurricane Sandy victims http://t.co/HC4k6q50,RT @ESPNDallas: RT @espnmavsblog: #Mavs owner Mark Cuban pledges $1 million to Hurricane Sandy victims http://t.co/HC4k6q50,not_request,not_request,1,0
1989,1995,.@Bethenny Frankel Donates $50k To Help Victimes That Were In Hurricane Sandy! http://t.co/LXms42RS #RHONY &lt;Check It OUT!!,Not Found,not_request,Not Found,0,1
1990,1996,Hurricane Sandy Relief Fund http://t.co/HASUMsHQ,Hurricane Sandy Relief Fund http://t.co/HASUMsHQ,not_request,request,1,1
1991,1997,More blood donations needed in wake of Hurricane Sandy - WCYB: Ghana News AgencyMore blood donations needed in w... http://t.co/tIkbi9lz,More blood donations needed in wake of Hurricane Sandy - WCYB: Ghana News AgencyMore blood donations needed in w... http://t.co/tIkbi9lz,request,request,1,0
1992,1998,Guys can you please donate $10 to the Red Cross.. It'd really mean a lot #hurricane #sandy,Guys can you please donate $10 to the Red Cross.. It'd really mean a lot #hurricane #sandy,request,request,1,0
1993,1999,RT @Companies4Good: #FF @Disney @Viacom - they donated $3 million to #Hurricane #Sandy relief!! #CSR #disastergiving http://t.co/4xbn29ml,Not Found,not_request,Not Found,0,1
1994,2000,"Salinas, here's how we can help #Hurricane #Sandy survivors http://t.co/3QD47qKa","Victoria, here's how we can help #Hurricane #Sandy survivors http://t.co/dEieyJGQ",not_request,request,1,1
1995,2001,"Veterans Day, Hurricane Sandy Relief, Endless Summer, Upcoming Events http://t.co/Yeo9LGfc","Veterans Day, Hurricane Sandy Relief, Endless Summer, Upcoming Events http://t.co/Yeo9LGfc",not_request,request,1,1
1996,2002,RT @Miss_Becca93: @Zendaya96 If people donate $10 to Hurricane Sandy Victims this will help them to have power for their homes! Please t ...,RT @Miss_Becca93: @Zendaya96 If people donate $10 to Hurricane Sandy Victims this will help them to have power for their homes! Please t ...,request,request,1,0
1997,2003,"Thoughts &amp; prayers to those affected by Hurricane Sandy. Text the word ""Redcross"" to 90999 to make a $10 donation.","Thoughts &amp; prayers to those affected by Hurricane Sandy. Text the word ""Redcross"" to 90999 to make a $10 donation.",request,request,1,0
1998,2004,How you can help Hurricane Sandy relief in and around NY #TED #BLOG http://t.co/1qWStlmh,How you can help Hurricane Sandy relief in and around NY #TED #BLOG http://t.co/1qWStlmh,not_request,request,1,1
1999,2005,(Droid Life) AT&amp;T and T-Mobile Sharing Network Bandwith to Help After Hurricane Sandy: Hurricane Sandy might fin... http://t.co/02BXetML,(Droid Life) AT&amp;T and T-Mobile Sharing Network Bandwith to Help After Hurricane Sandy: Hurricane Sandy might fin... http://t.co/02BXetML,not_request,not_request,1,0
2000,2006,Watching Hurricane #Sandy Relief... Devastation... Jon #BonJovi walking around with the people now... He's a big philanthropist these days.,Watching Hurricane #Sandy Relief... Devastation... Jon #BonJovi walking around with the people now... He's a big philanthropist these days.,not_request,not_request,1,0
2001,2007,@Bryan_Baeumler @cnn its sad that all those supplies and volunteers are not being used for victims of the hurricane!,@Bryan_Baeumler @cnn its sad that all those supplies and volunteers are not being used for victims of the hurricane!,not_request,not_request,1,0
2002,2008,Wade donates to Hurricane relief effort | NBA | The Score http://t.co/GGu3EAVw #Heat #Knicks,Wade donates to Hurricane relief effort | NBA | The Score http://t.co/GGu3EAVw #Heat #Knicks,not_request,not_request,1,0
2003,2009,"Chicago Association of REALTORSÂ® Contributes $10,000 to Hurricane Relief: The Chicago Association of REALTORSÂ® (... http://t.co/snoYZCa1",Not Found,not_request,Not Found,0,1
2004,2010,RT @eBay: Help people affected by Hurricane Sandy get back on their feet. Support nonprofits providing relief: http://t.co/tcfKPkDS. Ple ...,RT @eBay: Help people affected by Hurricane Sandy get back on their feet. Support nonprofits providing relief: http://t.co/tcfKPkDS. Ple ...,request,request,1,0
2005,2011,"awwww..SO KIND OF ZINGA TO TURN OFF PLANT WITHER AS A FUTILE ATTEMPT TO ""HELP"" VICTIMS OF HURRICANE SANDY!YOU MA... http://t.co/KJuKZC2T via","awwww..SO KIND OF ZINGA TO TURN OFF PLANT WITHER AS A FUTILE ATTEMPT TO ""HELP"" VICTIMS OF HURRICANE SANDY!YOU MA... http://t.co/KJuKZC2T via",not_request,not_request,1,0
2006,2012,Hurricane relief effort .... Nov 2 on NBC,Hurricane relief effort .... Nov 2 on NBC,not_request,not_request,1,0
2007,2013,I just donated $10 to the Red Cross to help victims of Sandy. You can too. Text: Redcross to 90999 #Hurricane #sandy,I just donated $10 to the Red Cross to help victims of Sandy. You can too. Text: Redcross to 90999 #Hurricane #sandy,request,not_request,1,1
2008,2014,I'm making a donation to Restore the Shore :: A Benefit for Hurricane Sandy Relief at the Jersey Shore. on WePay! https://t.co/KwNMRMzv,I'm making a donation to Restore the Shore :: A Benefit for Hurricane Sandy Relief at the Jersey Shore. on WePay! https://t.co/KwNMRMzv,not_request,not_request,1,0
2009,2015,"Should @BarackObama  and Romney donate their campaign money to Hurricane Sandy relief? http://t.co/pxZEX02L"" @BossiQ91","Should @BarackObama  and Romney donate their campaign money to Hurricane Sandy relief? http://t.co/pxZEX02L"" @BossiQ91",not_request,not_request,1,0
2010,2016,â@SOBs Help victims of Hurricane Sandy and celebrate Election Day TOMORROW! + Rescheduled and postponed shows - http://t.co/DoRSLMtKâ,“@SOBs Help victims of Hurricane Sandy and celebrate Election Day TOMORROW! + Rescheduled and postponed shows - http://t.co/DoRSLMtK”,not_request,not_request,1,0
2011,2017,RT @LuvBuffaloSport: #Buffalo #BillsMafia Lend a hand. Hurricane Sandy relief funds: Donate directly from iTunes or go directly to Red C ...,RT @LuvBuffaloSport: #Buffalo #BillsMafia Lend a hand. Hurricane Sandy relief funds: Donate directly from iTunes or go directly to Red C ...,not_request,request,1,1
2012,2018,"Dwayne Wade donated his pay for this game ($210,000) to hurricane sandy #respect","Dwayne Wade donated his pay for this game ($210,000) to hurricane sandy #respect",not_request,not_request,1,0
2013,2019,RT @Dennis_Hostetlr: Jewish groups offer many ways to help in hurricane relief efforts http://t.co/qOOmLRXI,RT @Dennis_Hostetlr: Jewish groups offer many ways to help in hurricane relief efforts http://t.co/qOOmLRXI,not_request,request,1,1
2014,2020,Snooki helps Hurricane Sandy victims http://t.co/MoiLP3BL,Snooki helps Hurricane Sandy victims http://t.co/MoiLP3BL,not_request,not_request,1,0
